MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:98361	Sox13	SRY (sex determining region Y)-box 13	1		gamma-delta T cell differentiation			IMP		J:117301 J:270295 	
MGI:98361	Sox13	SRY (sex determining region Y)-box 13	1		positive regulation of gamma-delta T cell differentiation			IMP		J:196163 	
MGI:98361	Sox13	SRY (sex determining region Y)-box 13	1		regulation of gamma-delta T cell differentiation			IDA		J:174553 	
MGI:1277166	Sp3	trans-acting transcription factor 3	2		T cell differentiation			IMP	MGI:2182438 	J:84837 	
MGI:98282	Spi1	spleen focus forming virus (SFFV) proviral integration oncogene	2		pro-T cell differentiation			IMP		J:302467 	
MGI:98384	Spn	sialophorin	7		negative regulation of T cell activation			IMP	MGI:1857246 	J:88252 	
MGI:98384	Spn	sialophorin	7		negative regulation of T cell proliferation			IMP	MGI:1857246 	J:29272 J:88252 J:94033 	
MGI:98384	Spn	sialophorin	7		negative regulation of T cell proliferation			IMP		J:149128 	
MGI:98384	Spn	sialophorin	7		negative thymic T cell selection			IMP	MGI:1857246 	J:56164 	
MGI:98384	Spn	sialophorin	7		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:88251 	
MGI:98384	Spn	sialophorin	7		positive regulation of T cell proliferation			IDA		J:26220 	
MGI:98384	Spn	sialophorin	7		regulation of T cell activation			IEA	IPR038829 	J:72247 	
MGI:98384	Spn	sialophorin	7		T cell costimulation	has the participant T cell		IDA		J:88251 	
MGI:98384	Spn	sialophorin	7		T cell costimulation			IDA		J:26220 J:56164 	
MGI:98384	Spn	sialophorin	7		T-helper 1 cell lineage commitment			ISO	P16150 	J:164563 	
MGI:98385	Spta1	spectrin alpha, erythrocytic 1	1		positive regulation of T cell proliferation			IMP	MGI:1856181 	J:4748 	
MGI:106658	Srf	serum response factor	17		positive thymic T cell selection			IMP	MGI:2449947 MGI:3046779 	J:169423 	
MGI:103038	Stat3	signal transducer and activator of transcription 3	11		T-helper 17 cell lineage commitment			IMP		J:239159 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IDA		J:53400 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IGI	MGI:103035 	J:53400 J:98326 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of gamma-delta T cell		IGI	MGI:103035 	J:92679 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IGI	MGI:103035 	J:92679 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IGI	MGI:103036 	J:53400 J:98326 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IMP	MGI:2181592 	J:112035 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of gamma-delta T cell		IGI	MGI:103036 	J:92679 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IGI	MGI:103036 	J:92679 	
MGI:103034	Stat6	signal transducer and activator of transcription 6	10		T-helper 1 cell lineage commitment			IGI	MGI:96556 	J:165738 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		positive thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:2386448 MGI:2387402 	J:172064 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		positive thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:2387402 MGI:3054844 	J:172064 	
MGI:1913842	Stoml2	stomatin (Epb7.2)-like 2	4		CD4-positive, alpha-beta T cell activation			IMP		J:187877 	
MGI:1921982	Stx11	syntaxin 11	10		cytotoxic T cell degranulation	happens in cytotoxic T cell		IMP	MGI:5461477 	J:191103 J:194197 	
MGI:99515	Syk	spleen tyrosine kinase	13		beta selection	has the participant T cell		IGI	MGI:99613 	J:42818 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of alpha-beta T cell differentiation			IGI	MGI:99613 	J:42818 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of alpha-beta T cell proliferation			IBA	PTN002815343 	J:265628 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of alpha-beta T cell proliferation			IGI	MGI:99613 	J:42818 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of gamma-delta T cell differentiation	happens in intestine,regulates the differentiation of T cell		IMP	MGI:1857421 	J:36147 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of gamma-delta T cell differentiation	happens in thymus,regulates the differentiation of T cell		IMP	MGI:2384078 	J:29796 	
MGI:2442280	Tarm1	T cell-interacting, activating receptor on myeloid cells 1	7		negative regulation of CD4-positive, alpha-beta T cell activation			ISO	B6A8C7 	J:164563 	
MGI:2442280	Tarm1	T cell-interacting, activating receptor on myeloid cells 1	7		negative regulation of CD4-positive, alpha-beta T cell proliferation			IDA		J:243472 	
MGI:1888984	Tbx21	T-box 21	11		negative regulation of T-helper 17 cell differentiation			IDA		J:167439 	
MGI:1888984	Tbx21	T-box 21	11		negative regulation of T-helper 17 cell lineage commitment			IMP		J:167439 	
MGI:1888984	Tbx21	T-box 21	11		regulation of T cell differentiation			IMP		J:175086 	
MGI:1888984	Tbx21	T-box 21	11		T cell differentiation			IMP	MGI:2180194 	J:160369 	
MGI:1888984	Tbx21	T-box 21	11		T-helper 1 cell lineage commitment			IDA		J:61321 	
MGI:98510	Tcf3	transcription factor 3	10		T cell differentiation in thymus	results in the differentiation of thymocyte		IMP	MGI:2178112 	J:144049 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		alpha-beta T cell differentiation	happens in thymus		IGI	MGI:96770 	J:110481 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		gamma-delta T cell differentiation			IMP		J:270295 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		regulation of gamma-delta T cell differentiation			IMP		J:196163 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		T cell receptor V(D)J recombination			IGI	MGI:96770 	J:110481 	
MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	19		memory T cell activation			IMP		J:108136 	
MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	19		T cell differentiation			IMP	MGI:3054898 	J:92730 	
MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	19		T-helper 1 cell activation			IMP	MGI:1856973 	J:93047 	
MGI:98553	Tcra	T cell receptor alpha chain	14		T cell lineage commitment	happens in thymus,happens in T cell		IMP	MGI:1857255 	J:66168 	
MGI:99743	Tcra-V3.1	T cell receptor alpha, variable 3.1	14		T cell selection			IMP		J:127083 	
MGI:98578	Tcrb	T cell receptor beta chain	6		positive regulation of T cell activation			IDA		J:25159 	
MGI:1914846	Tespa1	thymocyte expressed, positive selection associated 1	10		positive regulation of T cell differentiation in thymus			IMP		J:186446 	
MGI:1914846	Tespa1	thymocyte expressed, positive selection associated 1	10		T cell differentiation in thymus			IDA		J:250573 	
MGI:1914846	Tespa1	thymocyte expressed, positive selection associated 1	10		T cell differentiation in thymus			IMP	MGI:5432877 	J:250573 	
MGI:98822	Tfrc	transferrin receptor	16		positive regulation of T cell proliferation			IDA		J:231935 	
MGI:98822	Tfrc	transferrin receptor	16		positive regulation of T cell proliferation			ISO	P02786 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			TAS		J:136164 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		negative regulation of T cell activation	regulates a function/process that happens in thymocyte		IMP	MGI:1857258 	J:110914 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		negative regulation of T cell proliferation	regulates a function/process that happens in lymph node		IMP	MGI:3719583 	J:123547 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of regulatory T cell differentiation	happens in induced T-regulatory cell		IMP		J:224716 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			TAS		J:136164 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulation of regulatory T cell differentiation			IGI	MGI:88327 	J:170513 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulatory T cell differentiation			IDA		J:89682 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulatory T cell differentiation	happens in thymus,results in the differentiation of T cell		IMP	MGI:3576270 MGI:3719583 	J:123547 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T cell activation			IDA		J:143168 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T cell activation	has the participant lymph node		IMP	MGI:3719583 	J:123547 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T cell differentiation	happens in lymph node		IMP	MGI:3719583 	J:123547 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T-helper 17 cell lineage commitment			TAS		J:136164 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		positive regulation of CD4-positive, alpha-beta T cell proliferation			ISO	P37173 	J:164563 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		positive regulation of NK T cell differentiation			IMP	MGI:2183502 MGI:2386448 	J:113553 	
MGI:2443552	Themis	thymocyte selection associated	10		negative T cell selection			IMP		J:151074 J:151075 	
MGI:2443552	Themis	thymocyte selection associated	10		positive T cell selection			IMP		J:151074 J:151075 J:151076 J:153235 	
MGI:98747	Thy1	thymus cell antigen 1, theta	9		positive regulation of T cell activation			IBA	PTN000442448 	J:265628 	
MGI:98747	Thy1	thymus cell antigen 1, theta	9		positive regulation of T cell activation			ISO	RGD:3860 	J:155856 	
MGI:3642260	Tigit	T cell immunoreceptor with Ig and ITIM domains	16		negative regulation of T cell activation			IBA	PTN000589119 	J:265628 	
MGI:3642260	Tigit	T cell immunoreceptor with Ig and ITIM domains	16		negative regulation of T cell activation			IMP	MGI:4939784 	J:168902 	
MGI:3642260	Tigit	T cell immunoreceptor with Ig and ITIM domains	16		negative regulation of T cell activation			ISO	Q495A1 	J:73065 	
MGI:3642260	Tigit	T cell immunoreceptor with Ig and ITIM domains	16		negative regulation of T cell activation			ISS	Q495A1 	J:150317 	
MGI:1923457	Tmem98	transmembrane protein 98	11		T-helper 1 cell differentiation			IDA		J:273519 	
MGI:2443399	Tmem131l	transmembrane 131 like	3		negative regulation of immature T cell proliferation in thymus			ISO	A2VDJ0 	J:164563 	
MGI:1917019	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	3		negative regulation of T cell activation			IBA	PTN000298385 	J:265628 	
MGI:1917019	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2	3		negative regulation of T cell activation	regulates a function/process that happens in regulatory T cell		IMP		J:177456 	
MGI:1314883	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	4		regulation of T cell proliferation			IBA	PTN002933906 	J:265628 	
MGI:1314883	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	4		regulation of T cell proliferation	happens in microglial cell,happens in macrophage,regulates a function/process that happens in spleen		IMP		J:240627 	
MGI:104512	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4	4		T cell proliferation			ISO	RGD:3920 	J:155856 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		positive regulation of T cell proliferation			IBA	PTN001073134 	J:265628 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:91914 J:92334 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:2389403 	J:91914 J:92334 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		T cell costimulation			IBA	PTN001073134 	J:265628 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		T cell costimulation	has the participant T cell		IDA		J:91914 J:92334 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		T cell costimulation	has the participant T cell		IMP	MGI:2389403 	J:91914 J:92334 	
MGI:2675303	Tnfrsf14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	4		negative regulation of alpha-beta T cell proliferation			IBA	PTN002929911 	J:265628 	
MGI:2675303	Tnfrsf14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	4		negative regulation of alpha-beta T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IDA		J:94873 	
MGI:2675303	Tnfrsf14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	4		T cell costimulation			ISO	Q92956 	J:164563 	
MGI:2151075	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	17		negative regulation of T cell proliferation			IBA	PTN002930692 	J:265628 	
MGI:2151075	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	17		negative regulation of T cell proliferation			IMP		J:70594 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		CD4-positive, alpha-beta T cell costimulation			IDA		J:162543 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		memory T cell activation			IMP		J:127284 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		negative regulation of regulatory T cell differentiation			IMP		J:138954 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		negative regulation of T-helper 1 cell differentiation			IDA		J:169814 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of activated T cell proliferation			ISO	RGD:619816 	J:155856 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of alpha-beta T cell proliferation			IMP		J:131079 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of CD4-positive, alpha-beta T cell costimulation			IDA		J:162543 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of CD4-positive, alpha-beta T cell differentiation			IDA		J:162543 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of memory T cell activation			IMP		J:127284 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of memory T cell differentiation			IDA		J:138954 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of T cell costimulation			IDA		J:162543 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of T cell proliferation			IBA	PTN000426255 	J:265628 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of T-helper 2 cell activation			IMP		J:127284 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of T-helper 2 cell differentiation			IDA		J:169884 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		T cell proliferation			ISO	RGD:619816 	J:155856 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		T-helper 2 cell activation			IMP		J:127284 	
MGI:88328	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8	4		CD8-positive, alpha-beta T cell differentiation			IBA	PTN000426273 	J:265628 	
MGI:88328	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8	4		CD8-positive, alpha-beta T cell differentiation			IMP	MGI:3054968 	J:118947 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		positive regulation of activated T cell proliferation			IBA	PTN000389106 	J:265628 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		positive regulation of activated T cell proliferation			ISO	RGD:727974 	J:155856 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		positive regulation of cytotoxic T cell differentiation			IBA	PTN000389106 	J:265628 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		positive regulation of cytotoxic T cell differentiation			ISO	RGD:727974 	J:155856 	
MGI:1100089	Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	14		positive regulation of T cell activation			ISO	O14788 	J:164563 	
MGI:1344376	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	8		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:91914 J:92334 	
MGI:1344376	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	8		T cell costimulation	has the participant T cell		IDA		J:91914 J:92334 	
MGI:1355317	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14	17		T cell costimulation			IDA		J:94873 	
MGI:1355317	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14	17		T cell costimulation			ISO	O43557 	J:164563 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1	NOT	activated CD4-positive, alpha-beta T cell proliferation			IMP		J:206613 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		negative regulation of T-helper 17 cell lineage commitment	happens in mesenteric lymph node,happens at the same time as inflammatory response		IMP		J:206613 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		regulation of T cell proliferation			IBA	PTN000392086 	J:265628 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		regulation of T cell proliferation			IDA		J:86980 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		T cell proliferation involved in immune response			IBA	PTN000392086 	J:265628 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		T cell proliferation involved in immune response			IDA		J:86980 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD4-positive, alpha-beta T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD8-positive, alpha-beta T cell lineage commitment			IMP		J:74993 J:91035 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		NK T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		regulation of positive thymic T cell selection			IMP		J:131287 	
MGI:2143599	Traf3ip2	TRAF3 interacting protein 2	10		establishment of T cell polarity	is a part of inflammatory response,is a part of type 2 immune response,has the participant Il25,uses T-helper 2 cell		IMP	MGI:3510784 	J:179229 	
MGI:2143599	Traf3ip2	TRAF3 interacting protein 2	10		T cell activation	is a part of inflammatory response		IMP	MGI:3510784 	J:158905 	
MGI:2143599	Traf3ip2	TRAF3 interacting protein 2	10		T cell differentiation			IMP	MGI:3510784 	J:187766 	
MGI:108072	Traf6	TNF receptor-associated factor 6	2		positive regulation of T cell proliferation			IMP		J:77453 	
MGI:4440521	Traj18	T cell receptor alpha joining 18	14		NK T cell differentiation			IMP		J:225861 	
MGI:2147038	Treml2	triggering receptor expressed on myeloid cells-like 2	17		T cell activation			IBA	PTN000419275 	J:265628 	
MGI:2147038	Treml2	triggering receptor expressed on myeloid cells-like 2	17		T cell activation			ISO	Q5T2D2 	J:164563 	
MGI:1328317	Trex1	three prime repair exonuclease 1	9		regulation of T cell activation			IGI	MGI:2442261 	J:226998 	
MGI:98834	Trp53	transformation related protein 53	11		T cell differentiation in thymus			IGI	MGI:98159 	J:103921 	
MGI:98834	Trp53	transformation related protein 53	11		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1857590 	J:31364 	
MGI:98834	Trp53	transformation related protein 53	11		T cell proliferation involved in immune response			IGI	MGI:98159 	J:103921 	
MGI:1929183	Tsc1	TSC complex subunit 1	2		memory T cell differentiation			IMP	MGI:2656240 	J:216437 	
MGI:2137520	Twsg1	twisted gastrulation BMP signaling modulator 1	17		negative regulation of CD4-positive, alpha-beta T cell activation			ISO	Q9GZX9 	J:164563 	
MGI:2137520	Twsg1	twisted gastrulation BMP signaling modulator 1	17		negative regulation of CD4-positive, alpha-beta T cell proliferation			ISO	Q9GZX9 	J:164563 	
MGI:102960	Txk	TXK tyrosine kinase	5		NK T cell differentiation	happens in thymus		IGI	MGI:96621 	J:131540 	
MGI:1929470	Tyk2	tyrosine kinase 2	9		positive regulation of NK T cell proliferation			ISO	P29597 	J:164563 	
MGI:1929470	Tyk2	tyrosine kinase 2	9		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:1929470	Tyk2	tyrosine kinase 2	9		positive regulation of T cell proliferation			ISO	P29597 	J:164563 	
MGI:98923	Vav1	vav 1 oncogene	17		T cell activation	has the participant T cell		IMP	MGI:2387838 	J:79550 	
MGI:98923	Vav1	vav 1 oncogene	17		T cell differentiation			IGI	MGI:3040696 	J:168922 	
MGI:98923	Vav1	vav 1 oncogene	17		T cell differentiation			TAS		J:79550 	
MGI:98926	Vcam1	vascular cell adhesion molecule 1	3		positive regulation of T cell proliferation			ISO	P19320 	J:164563 	
MGI:108395	Vnn1	vanin 1	10		positive regulation of T cell differentiation in thymus			IDA		J:37066 	
MGI:2679720	Vsig4	V-set and immunoglobulin domain containing 4	X		negative regulation of T cell proliferation			IBA	PTN001810319 	J:265628 	
MGI:2679720	Vsig4	V-set and immunoglobulin domain containing 4	X		negative regulation of T cell proliferation			IDA		J:114496 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		negative regulation of CD4-positive, alpha-beta T cell proliferation			IDA		J:176836 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		negative regulation of CD4-positive, alpha-beta T cell proliferation			ISO	Q9H7M9 	J:164563 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		negative regulation of CD8-positive, alpha-beta T cell proliferation			ISO	Q9H7M9 	J:164563 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		positive regulation of regulatory T cell differentiation			ISO	Q9H7M9 	J:164563 	
MGI:3039619	Vtcn1	V-set domain containing T cell activation inhibitor 1	3		negative regulation of T cell activation			IDA		J:94867 	
MGI:3039619	Vtcn1	V-set domain containing T cell activation inhibitor 1	3		negative regulation of T cell activation			ISO	Q7Z7D3 	J:164563 	
MGI:3039619	Vtcn1	V-set domain containing T cell activation inhibitor 1	3		negative regulation of T cell proliferation			ISO	Q7Z7D3 	J:164563 	
MGI:3039619	Vtcn1	V-set domain containing T cell activation inhibitor 1	3		positive regulation of T cell proliferation			IMP		J:132222 	
MGI:105059	Was	Wiskott-Aldrich syndrome	X		T cell activation	has the participant T cell		IMP	MGI:1861707 	J:79550 	
MGI:1916017	Washc1	WASH complex subunit 1	17		T cell proliferation			IMP		J:217269 	
MGI:3584510	Wdfy4	WD repeat and FYVE domain containing 4	14		CD8-positive, alpha-beta T cell activation			IMP		J:266805 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		T cell differentiation in thymus			IDA		J:67003 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		immature T cell proliferation in thymus	happens in thymus		IMP	MGI:1857453 	J:137842 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		T cell differentiation in thymus			IDA		J:67003 	
MGI:1861728	Wwp1	WW domain containing E3 ubiquitin protein ligase 1	4		T cell differentiation			TAS		J:114067 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of T cell differentiation			ISO	P17861 	J:164563 	
MGI:104593	Xcl1	chemokine (C motif) ligand 1	1		positive regulation of CD4-positive, alpha-beta T cell proliferation			IDA		J:172916 	
MGI:1333799	Xrcc4	X-ray repair complementing defective repair in Chinese hamster cells 4	13		T cell differentiation in thymus	results in the differentiation of DN2 thymocyte		IMP	MGI:1926771 	J:65218 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		beta selection	has the participant T cell		IGI	MGI:99515 	J:42818 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		negative thymic T cell selection	has the participant thymus,has the participant T cell		IMP	MGI:2677447 	J:27768 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell differentiation	regulates the differentiation of T cell		IGI	MGI:99515 	J:42818 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell differentiation	happens in thymus,regulates the differentiation of T cell|happens in spleen,regulates the differentiation of T cell		IMP	MGI:2677447 	J:27768 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell differentiation	regulates the differentiation of T cell		IMP	MGI:3526403 	J:41170 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell proliferation			IGI	MGI:99515 	J:42818 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of T cell differentiation	regulates the differentiation of T cell		IMP	MGI:2677447 MGI:3526403 	J:41170 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of T cell differentiation			ISO	P43403 	J:73065 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive thymic T cell selection	has the participant thymus,has the participant T cell|has the participant spleen,has the participant T cell		IMP	MGI:2677447 	J:27768 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive thymic T cell selection			ISO	P43403 	J:73065 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		thymic T cell selection	has the participant T cell		IMP	MGI:2677447 MGI:3526403 	J:41170 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		positive regulation of pro-T cell differentiation			IMP		J:189773 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		positive regulation of T cell differentiation			IMP		J:178820 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		T cell differentiation in thymus			IMP	MGI:5300200 	J:178820 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		negative regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:189792 J:258710 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		negative regulation of NK T cell proliferation			IMP		J:190672 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		negative regulation of T-helper 17 cell differentiation			IMP	MGI:3530739 	J:190936 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		NK T cell differentiation			IMP		J:190672 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		positive regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:258710 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CD4-positive helper T cell		IMP	MGI:3817628 	J:141145 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		regulation of CD8-positive, alpha-beta T cell differentiation	regulates the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:3817628 	J:141145 	
MGI:103222	Zbtb16	zinc finger and BTB domain containing 16	9		positive regulation of NK T cell differentiation			IMP		J:139299 	
MGI:1891838	Zbtb32	zinc finger and BTB domain containing 32	7		T cell proliferation			IMP	MGI:3527274 	J:95119 	
